,index,jobName,tags,area,workYear,degree,companyName,companyType,companySize,logo,min_salary,max_salary
2842,2842,Java后台开发工程师,"五险,工会,餐补",湖北省武汉武昌区,3-4年,本科,湖北典策档案科技发展有限公司,国企,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_accounting.png,8000,15000
2843,2843,Java开发工程师（第一创业-武汉）,"计算机,java,mysql,oracle,数据库,css,html,sql,c++,前端,五险一金,餐饮补贴,定期体检",湖北省武汉洪山区,3-4年,本科,深圳市友点科技有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/5/4268/4267176/4267176_120.gif?636235421109140830,10000,16000
2844,2844,Java开发工程师,"java,开发,年终奖金,绩效奖金,餐饮补贴,五险一金,员工旅游",湖北省武汉洪山区东湖新技术开发区,2年,本科,北京青信美信息技术有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2522/2521746/2521746_300.jpg?636644975621494263,6000,8000
2845,2845,Java中级开发工程师,"java,软件开发,java开发,开发工程师,五险一金,绩效奖金,年终奖金,专业培训,定期体检",湖北省武汉洪山区,3-4年,本科,武汉帝东科技有限公司,民营,少于50人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,8000,12000
2846,2846,高级Java开发工程师,"Java,java开发,五险一金,餐饮补贴,专业培训,绩效奖金,年终奖金",湖北省武汉,5-7年,本科,武汉陆杰信息科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,10000,15000
2847,2847,Java高级开发工程师,"java,数据库,AJAX,五险一金,餐饮补贴,绩效奖金,年终奖金,定期体检,节日福利,全勤奖,加班补贴,做五休二,带薪年假",湖北省武汉东湖新技术产业开发区,5-7年,本科,湖北博华自动化系统工程有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_instrumentation.png,16250,21667
2848,2848,中级java软件开发工程师,"软件,软件开发,计算机,开发,年终奖金,绩效奖金,五险",湖北省武汉,1年,大专,武汉华通汇智科技有限公司,民营,少于50人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,5000,8000
2849,2849,Java开发工程师,"Java,开发,软件开发,研发,软件工程师,开发工程师,五险一金,专业培训,绩效奖金,年终奖金,周末双休",湖北省武汉,1年,本科,武汉市华科兄弟数字技术有限公司,合资,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_instrumentation.png,8500,17000
2850,2850,Java开发,"java,软件开发,数据结构,全额六险一金,年终奖金,专业培训,绩效奖金,加班工资",湖北省武汉,1年,本科,成都科之锐人力资源服务有限公司,民营,少于50人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_compuserve.png,17500,35000
2851,2851,资深Java工程师,"数据库优化,erp,java开发,mysql,架构设计,springcloud,加班补贴,带薪年假,节日福利,绩效奖金,年终奖金,餐饮补贴,住宿补贴,社保,定期体检",浙江省义乌,8-9年,本科,义乌市盈云科技有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/5/4329/4328128/4328128_300.jpg?636855196815544403,9000,18000
2852,2852,Java  工程师（GIS）,"年终奖金,五险一金",湖北省武汉江夏区,1年,本科,武汉光谷信息技术股份有限公司,民营,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_compuserve.png,10000,15000
2853,2853,Java开发工程师,"培训,计算机,java,mysql,数据库,spring,springmvc,项目管理,hibernate,安全管理,绩效奖金,五险,周末双休,法定休假,年底长假,晋升通道,免费午餐,节假日物资,员工团建,舒适办公环境",湖北省武汉洪山区,1年,大专,湖北福泰建筑装饰工程有限公司,民营,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2931/2930392/2930392_120.gif?636062672040964797,4000,8000
2854,2854,Java大数据开发工程师,"计算机,java,sql,git,js,mysql数据库,大数据,编程语言,数据建模,go,五险一金,餐饮补贴,专业培训",湖北省武汉江岸区,2年,本科,武汉航科物流有限公司,国企,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_transport.png,15000,20000
2855,2855,JAVA开发工程师,"后端开发,Java,Vue,HTML,CCS,javascript,工业软件,工业互联网,生产管理平台,五险一金,定期体检,股票期权,专业培训,节日福利,法定休假,住房补贴,项目奖金,年度调薪",湖北省武汉东湖新技术产业开发区,1年,本科,武汉卓喻创新科技有限公司,创业公司,少于50人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,5000,8000
2856,2856,Java架构师,"股票期权,年终奖金,绩效奖金,餐饮补贴,五险一金,员工旅游",湖北省武汉洪山区东湖新技术开发区,5-7年,本科,北京青信美信息技术有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2522/2521746/2521746_300.jpg?636644975621494263,15000,20000
2857,2857,全栈,"年终奖金,五险一金",湖北省武汉,2年,大专,湖北旭睿博医疗器械销售有限公司,民营,少于50人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_medicalequipment.png,4000,8000
2858,2858,高级软件研发工程师,"五险一金,员工旅游,交通补贴,餐饮补贴,通讯补贴,专业培训,绩效奖金,年终奖金,定期体检",湖北省武汉东湖新技术产业开发区,2年,本科,中清控(武汉)科技有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5076/5075651/5075651_300.jpg?637593691267580521,6000,10000
2859,2859,软件工程师,"计算机,java,电子,测试,自动化,c++,windows,android,数学,物理",湖北省武汉洪山区,2年,本科,广东启佑医疗有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_medicalequipment.png,5000,10000
2860,2860,软件工程师,"五险一金,通讯补贴,绩效奖金,员工旅游,定期体检,年终奖金",湖北省武汉江汉区,5-7年,本科,武汉仁鑫安实业有限公司,民营,少于50人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_mech.png,7000,10000
2861,2861,云平台开发,"绩效奖金,年终奖金,员工旅游",湖北省武汉黄陂区,3-4年,本科,武汉远大电气制造有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,10000,15000
2862,2862,安卓开发工程师（武汉）,"java,数据库,开发,数据结构,设计模式,android,开源框架,http,tcp,数据结构算法,五险一金,全勤奖,餐补,双休",湖北省武汉,2年,大专,深圳科卫机器人科技有限公司,民营,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_internet.png,12000,20000
2863,2863,售前技术（软件平台）,"java,技术沟通,软件系统,五险一金,绩效奖金,年终奖金",湖北省武汉洪山区,2年,大专,武汉德耀科技有限公司,民营,少于50人,https://img01.51jobcdn.com/fansImg/CompLogo/8/7745/7744542/41685395686855812007_300.png?1689495162390,5000,10000
2864,2864,高级开发工程师（自动化控制二级系统）,"自动化,工程师,五险一金,餐饮补贴,绩效奖金,年终奖金,定期体检,节日福利,全勤奖,加班补贴,做五休二,带薪年假",湖北省武汉东湖新技术产业开发区,3-4年,本科,湖北博华自动化系统工程有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_instrumentation.png,15000,20000
2865,2865,Android产品的开发管理工程师,"java,开发,android,ui设计,开发框架,设计产品原型,kotlin,需求评审,五险一金,专业培训,交通补贴,弹性工作",湖北省武汉洪山区,5-7年,硕士,武汉清易云康医疗设备有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_medicalequipment.png,10833,21667
2866,2866,Android开发工程师（武汉）,"java,数据库,开发,数据结构,设计模式,android,开源框架,http,tcp,数据结构算法,五险一金,全勤奖,餐补,双休",湖北省武汉,2年,大专,深圳科卫机器人科技有限公司,民营,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_internet.png,12000,20000
2867,2867,系统设计师,"mysql,数据库,文档编写,架构设计,评审,缓存,技术文档,分布式,负载均衡,高并发,五险一金,年终奖金,弹性工作,定期体检",湖北省武汉东湖新技术开发区,3-4年,本科,武汉知明资讯科技有限公司,民营,少于50人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,15000,20000
2868,2868,软件开发工程师,"绩效奖金,五险,年终奖金,弹性工作",湖北省武汉江夏区,3-4年,大专,武汉晋源电气有限公司,民营,少于50人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2971/2970327/2970327_120.gif?636241355918378004,8000,10000
2869,2869,手机APP开发工程师（中级）,"年终奖金,绩效奖金,餐饮补贴,弹性工作,交通补贴,股票期权",湖北省武汉洪山区东湖新技术开发区,5-7年,硕士,北京青信美信息技术有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2522/2521746/2521746_300.jpg?636644975621494263,10000,15000
2870,2870,软件开发iso9001,"年终奖金,五险一金",湖北省武汉洪山区,3-4年,本科,武汉帝东科技有限公司,民营,少于50人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,13000,19500
2871,2871,汽车行业顾问,"汽车行业,java,mes,英文沟通,五险一金,弹性工作,专业培训,绩效奖金,定期体检,年终奖金,项目奖金",重庆重庆,8-9年,大专,云智汇（重庆）高新科技服务有限公司,民营,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,16250,27083
2872,2872,高级算法工程师,"计算机,java,linux,c++,研发,编程语言,算法,机器学习,数据结构算法,深度学习,五险一金,补充医疗保险,免费班车,专业培训,定期体检,年终奖金,员工食堂",湖北省武汉江夏区,2年,硕士,武汉天喻信息产业股份有限公司,已上市,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/1/147/146404/146404_300.png?637576295274353805,17500,25667
2873,2873,APP开发工程师,"手机app,小程序,年终奖金,绩效奖金,餐饮补贴,弹性工作,交通补贴,股票期权",湖北省武汉洪山区东湖新技术开发区,2年,本科,北京青信美信息技术有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2522/2521746/2521746_300.jpg?636644975621494263,8000,10000
2874,2874,ai应用研发工程师,"五险一金,员工旅游,交通补贴,餐饮补贴,通讯补贴,专业培训,绩效奖金,年终奖金,定期体检",湖北省武汉东湖新技术产业开发区,1年,本科,中清控(武汉)科技有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5076/5075651/5075651_300.jpg?637593691267580521,8000,15000
2875,2875,运维工程师,"数据库,linux,windows,五险,加班补助,餐补,工会",湖北省武汉武昌区,3-4年,本科,湖北典策档案科技发展有限公司,国企,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_accounting.png,3000,6000
2876,2876,软件测试工程师,"软件测试,测试,测试工程师,软件,系统测试,周末双休,五险一金,绩效奖金,年终奖金",湖北省武汉汉阳区,3-4年,大专,武汉嘉斯睿特信息科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,6000,9000
2877,2877,软件实施工程师,"年终奖金,五险一金",湖北省武汉洪山区,1年,大专,武汉三佳医疗信息技术有限公司,民营,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,4000,8000
2878,2878,测试工程师（外包岗）,"测试,自动化测试,软件测试,安全测试,性能测试,绩效奖金,专业培训,专项奖励,周末双休,带薪休假,公寓住房,工作餐,定期体检,五险一金",湖北省武汉,2年,本科,武汉三江航天网络通信有限公司,国企,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/1/149/148760/148760_300.png?637668100248739592,8000,12000
2879,2879,Web前端开发工程师,"前端开发,web前端,移动端,小程序,公众号,git,五险一金,补充医疗保险,员工旅游,年终奖金,专业培训,定期体检,加班补贴,绩效奖金",湖北省武汉汉阳区王家湾汉阳大道,3-4年,本科,广州市诚毅科技软件开发有限公司,民营,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/1/2/1478/1478_120.gif?636511955156253281,14000,18667
2880,2880,鸿蒙系统开发工程师,"开发,股票期权,年终奖金,绩效奖金,餐饮补贴,五险一金,员工旅游",湖北省武汉洪山区东湖新技术开发区,1年,本科,北京青信美信息技术有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2522/2521746/2521746_300.jpg?636644975621494263,8000,10000
2881,2881,小程序开发实习生,"开发,前端开发,小程序开发,五险一金,绩效奖金,专业培训,定期体检,员工旅游",湖北省武汉江夏区,0年,大专,湖南知阳信息技术服务有限公司,外资（非欧美）,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_internet.png,4000,7000
2882,2882,web前端开发助理（可接受24届）,"计算机,html,web,软件开发,网络,开发,互联网,五险,通讯补贴,弹性工作,定期体检,年终奖金,绩效奖金,补充公积金,补充医疗保险,五险一金,双休",湖北省武汉武昌区楚河汉街,0年,大专,武汉雅信创智信息科技有限公司,民营,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,3250,5417
2883,2883,游戏开发实习生,"c++,UE4,C,游戏开发,虚幻引擎,计算机软件,蓝图,编程,计算机,人工智能,五险一金,补充医疗保险,员工旅游,餐饮补贴,交通补贴,专业培训,绩效奖金,定期体检",湖北省武汉洪山区,0年,大专,武汉展盛至腾科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,6000,12000
2884,2884,PLC资深工程师,"自动化,plc,电气自动化,plc编程,电气工程师,五险一金,员工旅游,绩效奖金,年终奖金,生日补贴,节日福利,商业保险,餐饮补贴,全勤奖,股票期权",湖北省武汉东西湖区,2年,大专,武汉市飞控自动化工程有限公司,民营,少于50人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2320/2319422/2319422_300.jpg?636891964992412542,6000,8000
2885,2885,前端开发助理（双休+包吃住）,"计算机,前端web开发,前端开发助理,开发助理,五险一金,绩效奖金,专业培训,定期体检,员工旅游,双休,包吃住,朝九晚六",湖北省武汉武昌区,0年,大专,湖南知阳信息技术服务有限公司,外资（非欧美）,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_internet.png,4000,5000
2886,2886,物联网测试工程师助理+双休,"it,软件测试,五险,通讯补贴,弹性工作,定期体检,年终奖金,绩效奖金,出国机会,五险一金,员工旅游,双休",湖北省武汉洪山区,0年,大专,武汉雅信创智信息科技有限公司,民营,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,4333,6500
2887,2887,高级Java,"计算机,mysql,oracle,数据库,linux,springboot,五险一金,补充医疗保险,餐饮补贴,绩效奖金,股票期权,弹性工作,定期体检,五险一金,补充医疗保险,餐饮补贴,绩效奖金,股票期权,弹性工作,定期体检",湖北省武汉青山区,5-7年,本科,中科星图慧安科技有限公司,国企,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,15000,25000
2888,2888,应用开发-武汉分公司,"年终奖金,五险一金",湖北省武汉,0年,本科,金蝶软件（中国）有限公司,民营,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_compuserve.png,5500,11000
2889,2889,初级前端实习工程师+双休,"计算机,前端框架,技术辅助,web前端,五险,通讯补贴,弹性工作,定期体检,年终奖金,绩效奖金,五险一金,餐饮补贴,交通补贴,双休",湖北省武汉武昌区,0年,大专,武汉雅信创智信息科技有限公司,民营,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,4333,6500
2890,2890,Java开发工程师,"年终奖金,通讯补贴,餐饮补贴,补充公积金,定期体检",上海上海浦东新区三林,0年,,上海商业化测试有限公司,外企代表处,500-1000人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,10000,20000
2891,2891,24届校招-Java工程师（武汉）,"计算机,java,mysql,数据库,spring,linux,软件开发,编程,oracle数据库,研发,五险一金,餐饮补贴,专业培训,绩效奖金,年终奖金,定期体检",湖北省武汉,0年,硕士,北京数字政通科技股份有限公司武汉分公司,已上市,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/5/4069/4068744/4068744_120.gif?636510891217799158,18417,23833
2892,2892,Java开发（硕士应届）,"java,软件开发,软件工程师,开发工程师,java开发,定期体检,通讯补贴,餐饮补贴,专业培训,奖励年假,周末双休,朝九晚六,职称补贴,五险一金",湖北省武汉武汉经济开发区,0年,硕士,大唐互联科技（武汉）有限公司,国企,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/5/4023/4022542/4022542_300.png?637429505165790538,8500,11000
2893,2893,软件测试有人带（可转正）,"网络,互联网技术,测试报告,测试计划,办公软件,计算机,互联网,五险,通讯补贴,弹性工作,定期体检,年终奖金,绩效奖金,五险一金,交通补贴,餐饮补贴,双休",湖北省武汉洪山区东湖新技术开发区,0年,大专,武汉雅信创智信息科技有限公司,民营,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,3250,5417
2894,2894,Java开发实习生,"计算机,java,日语,web开发,五险一金,补充医疗保险,绩效奖金,年终奖金,弹性工作,交通补贴,定期体检",湖北省武汉,0年,本科,方株（武汉）科技有限公司,外资（非欧美）,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/4/3282/3281181/3281181_300.png?637735395428613692,8000,15000
2895,2895,Java开发实习生,"java,开发,docker,devopt,后台,实习",湖北省武汉东湖新技术产业开发区,0年,大专,湖北风拓科技有限公司,民营,少于50人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5551/5550139/5550139_300.png?636974176203682346,2708,5417
2896,2896,技术实习生/有人带,"计算机,办公软件,编程,互联网,五险,通讯补贴,弹性工作,定期体检,年终奖金,五险一金,员工旅游,交通补贴,餐饮补贴,双休",湖北省武汉洪山区光谷软件园,0年,大专,武汉雅信创智信息科技有限公司,民营,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,3250,6500
2897,2897,Java开发实习生,"java,五险一金,股票期权,年终奖金,绩效奖金,餐饮补贴,周末双休,带薪年假,节日福利,员工体检",湖北省武汉江汉区,0年,本科,武汉亘星智能技术有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/7/6808/6807636/6807636_300.png?637707796614883656,3000,5000
2898,2898,Java研发工程师,"计算机,数据库,springboot,前端,软件工程,数据结构,数据库设计,单元测试,ssm,开源框架,餐饮补贴,定期体检,周末双休,六险一金,年终奖金",湖北省武汉洪山区,0年,本科,武汉众智鸿图科技有限公司,民营,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,5171,5171
2899,2899,java研发实习生,"代码编写,文档编写,开发,周末双休,弹性工作,带薪年假,五险一金,节日福利,定期体检,员工旅游,年终奖金,专业培训",湖北省武汉,0年,本科,融捷科技（武汉）有限公司,外资（欧美）,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,3953,3953
2900,2900,后端开发工程师,"java,五险一金,补充医疗保险,员工旅游,交通补贴,餐饮补贴,通讯补贴,专业培训,绩效奖金,年终奖金,定期体检",湖北省武汉洪山区,0年,本科,普宙科技有限公司,民营,500-1000人,https://img01.51jobcdn.com/fansImg/CompLogo/9/8195/8194908/454086675904541985404_300.png?1699856039110,16250,21667
2901,2901,软件开发实习生,"数据库,java,linux,五险一金,餐饮补贴,绩效奖金,年终奖金,工龄工资,员工聚餐,交通补贴",湖北省武汉江夏区,0年,本科,武汉海默机器人有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/5/4427/4426078/4426078_300.png?637844015800576405,3000,6000
2902,2902,2024届校招-软件工程师-武汉(J10364),"c++,python,java,编程,软件开发,五险一金,补充医疗保险,交通补贴,餐饮补贴,定期体检,弹性工作,员工旅游,绩效奖金,年终奖金,股票期权",湖北省武汉东湖新技术产业开发区,0年,本科,恒为科技（上海）股份有限公司,已上市,500-1000人,https://img01.51jobcdn.com/fansImg/CompLogo/1/999/998618/998618_120.gif?636328621841148515,11667,17500
2903,2903,IT项目助理,"axure,office,文档编写,java,ERP,五险一金,周末双休",湖北省武汉东西湖区,0年,本科,武汉江中耀华科技有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5026/5025632/5025632_300.jpg?636615451847154176,6500,8667
2904,2904,[2024校招]软件开发工程师（武汉）(J10119),"五险一金,补充医疗保险,员工旅游,餐饮补贴,通讯补贴,专业培训,年终奖金,定期体检",湖北省武汉武汉经济开发区,0年,本科,深圳麦克维尔空调有限公司,外资（非欧美）,1000-5000人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_mech.png,6000,8000
2905,2905,武汉2024校招-网管开发工程师(J10671),"周末双休,弹性工作,工作餐,免费班车,定期体检,带薪年假,绩效奖金,五险一金,补充医疗保险,餐饮补贴,周末双休,弹性工作,工作餐,免费班车,定期体检,带薪年假,绩效奖金,五险一金,补充医疗保险,餐饮补贴",湖北省武汉江夏区,0年,本科,中信科移动通信技术股份有限公司,民营,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_imnetwork.png,10000,12500
2906,2906,武汉2024校招-网管开发工程师(J10671),"弹性工作,周末双休,免费班车,专业培训,定期体检,年终奖金,绩效奖金,补充医疗保险,五险一金,弹性工作,周末双休,免费班车,专业培训,定期体检,年终奖金,绩效奖金,补充医疗保险,五险一金,提供食宿",湖北省武汉,0年,硕士,武汉虹信通信技术有限责任公司,国企,5000-10000人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_imnetwork.png,12500,13333
2907,2907,24届校招-前端工程师（武汉）,"计算机,java,css,html,javascript,vue,ajax,前端,html5,js,五险一金,餐饮补贴,专业培训,绩效奖金,年终奖金,定期体检",湖北省武汉,0年,硕士,北京数字政通科技股份有限公司武汉分公司,已上市,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/5/4069/4068744/4068744_120.gif?636510891217799158,18417,23833
2908,2908,软件开发工程师-校招,"计算机,软件实施,编程语言,五险一金,节假日物资,餐饮补贴,通讯补贴,绩效奖金,年终奖金",湖北省武汉武昌区,0年,硕士,中智湖北经济技术合作有限公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_accounting.png,10833,16250
2909,2909,软件开发工程师,"计算机,数据库,需求分析,软件工程,现场调试,客户培训,设计文档,概要设计,陪产,编码及测试,五险一金,餐饮补贴,年终奖金,通讯补贴,定期体检",浙江省湖州南浔区,0年,本科,北自所（北京）科技发展股份有限公司,国企,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_mech.png,9000,12000
2910,2910,实习生,"五险一金,员工旅游,专业培训,餐饮补贴,绩效奖金,年终奖金,股票期权",湖北省武汉洪山区,0年,本科,武汉吉嘉时空信息技术有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,2000,4000
2911,2911,端游开发实习生/可带,"c++,开发,UE4,端游,引擎,蓝图,实习生,助理,IT,程序员,五险一金,员工旅游,交通补贴,餐饮补贴,通讯补贴,专业培训,绩效奖金,年终奖金,五险一金,员工旅游,交通补贴,餐饮补贴,通讯补贴,专业培训,绩效奖金,年终奖金",湖北省武汉洪山区,0年,大专,武汉嘉业兴禾科技开发有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,8000,12000
2912,2912,软件开发工程师（24届应届生）,"c++,计算机,编程,编程语言,五险一金,周末双休,出国机会,年终奖金,绩效奖金,专业培训",湖北省武汉东湖新技术产业开发区,0年,本科,武汉力德仪测科技有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2035/2034637/2034637_120.gif?636029603698551298,8000,15000
2913,2913,软件工程师实习生,"计算机,开发,自动化,c++,软件开发,软件,多线程,理工,ui,面向对象,年终奖金,五险一金,专业培训,员工旅游,通讯补贴,周末双休,免费班车,节日福利",湖北省武汉,0年,本科,广州科莱瑞迪医疗器材股份有限公司,已上市,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2016/2015167/2015167_120.gif?635912261213662436,4867,4867
2914,2914,研发工程师（校招）,"销售,java,测试,市场营销,c++,前端,软件,ui设计,算法,硬件,五险一金,免费班车,员工旅游,交通补贴,餐饮补贴,通讯补贴,专业培训,绩效奖金,年终奖金,定期体检",浙江省杭州,0年,本科,中控技术股份有限公司,已上市,5000-10000人,https://img01.51jobcdn.com/fansImg/CompLogo/4/3757/3756676/3756676_120.gif?635809325016385585,12500,20833
2915,2915,24届校招-前端工程师（武汉）,"前端,vue,计算机,餐饮补贴,五险一金,定期体检,弹性工作",湖北省武汉东湖新技术产业开发区,0年,硕士,北京数字政通科技股份有限公司武汉分公司,已上市,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/5/4069/4068744/4068744_120.gif?636510891217799158,15000,22000
2916,2916,软件开发实习生,"计算机,java,mysql,数据库,测试,sqlserver,软件开发,代码编写,.net,英语读写,五险一金,绩效奖金,员工旅游,定期体检",湖北省武汉洪山区,0年,本科,深圳市伊登软件有限公司,已上市,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,4562,4562
2917,2917,软件工程实习生,"计算机,开发,自动化,c++,软件开发,软件,多线程,理工,ui,面向对象,年终奖金,绩效奖金,五险一金,专业培训,员工旅游,通讯补贴,免费班车,周末双休",湖北省武汉,0年,本科,广州科莱瑞迪医疗器材股份有限公司,已上市,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2016/2015167/2015167_120.gif?635912261213662436,4867,4867
2918,2918,软件分析实习生,"计算机,软件需求分析,java,数据库系统,软件功能设计,用户需求,uml,协同开发,用户体验,五险一金,餐饮补贴,弹性工作,年终奖金,绩效奖金",湖北省武汉,0年,本科,中科蓝智（武汉）科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,3042,3042
2919,2919,软件工程师（校招）,"年终奖金,五险一金",湖北省武汉洪山区,0年,,多益网络有限公司,民营,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/7/6430/6429275/6429275_300.jpg?637520925613789493,14000,21000
2920,2920,软件工程师（校招）,"软件,计算机,开发,技术支持,互联网,互联网百强",湖北省武汉洪山区,0年,,广州多益网络股份有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2064/2063629/2063629_120.gif?636064205441293160,14000,21000
2921,2921,数字化工程师,"java,mysql,数据库,计算机科学,人工智能,机器学习,数据管理,五险一金,年终奖金,绩效奖金,定期体检,补充医疗保险,餐饮补贴,通讯补贴,交通补贴",湖北省武汉武汉经济开发区,0年,本科,智新科技股份有限公司,国企,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/7/6405/6404248/80073389375653359875_300.png?1662454798035,10000,15000
